1,2,3,4,5,6,7,8,9,10,11,12
TE,80,"Dulcich, Greg 22/3",82,"Trautman, Adam T/NO",84,"MANHERTZ, CHRIS U/Jax",45,"Adkins, Nate CF23",,,DEN
QB,3,"WILSON, RUSSELL T/Sea",4,"Stidham, Jarrett U/LV",,,,,,,DEN
RB,33,"Williams, Javonte 21/2",25,"Perine, Samaje U/Cin",38,"McLaughlin, Jaleel CF23",,,,,DEN
FB,20,"BURTON, MICHAEL U/KC",,,,,,,,,DEN
LWR,11,"Valdes-Scantling, Marquez U/GB",84,"Watson, Justin SF22",8,"Ross, Justyn CF22",,,,,KC
RWR,19,"Toney, Kadarius T/NYG",4,"Rice, Rashee 23/2",,,,,,,KC
SWR,24,"Moore, Skyy 22/2",17,"James, Richie U/NYG",,,,,,,KC
LT,79,"SMITH, DONOVAN CC/TB",76,"Wanogho, Prince Tega SF21",64,"Morris, Wanya 23/3",,,,,KC
LG,62,"THUNEY, JOE U/NE",66,"Caliendo, Mike CF22",,,,,,,KC
C,52,"Humphrey, Creed 21/2",73,"Allegretti, Nick 19/7",,,,,,,KC
RG,65,"Smith, Trey 21/6",,,,,,,,,KC
RT,74,"Taylor, Jawaan U/Jax",77,"Niang, Lucas 20/3",,,,,,,KC
TE,87,"KELCE, TRAVIS 13/3",83,"Gray, Noah 21/5",81,"BELL, BLAKE U/Jax",,,,,KC
QB,15,"Mahomes, Patrick 17/1",9,"GABBERT, BLAINE U/TB",,,,,,,KC
RB,10,"Pacheco, Isiah 22/7",1,"MCKINNON, JERICK U/SF",25,"Edwards-Helaire, Clyde 20/1",,,,,KC
LWR,17,"ADAMS, DAVANTE T/GB",11,"Tucker, Tre 23/3",,,,,,,LV
RWR,16,"Meyers, Jakobi U/NE",83,"Wilkerson, Kristian SF23",,,,,,,LV
SWR,13,"Renfrow, Hunter 19/5",3,"CARTER, DEANDRE U/LAC",,,,,,,LV
LT,74,"Miller, Kolton 18/1",71,"Herron, Justin T/NE",,,,,,,LV
LG,66,"Parham, Dylan 22/3",,,,,,,,,LV
C,68,"James, Andre CF19",61,"Meredith, Jordan SF22",,,,,,,LV
RG,70,"VAN ROTEN, GREG U/Buf",,,,,,,,,LV
RT,72,"Eluemunor, Jermaine SF21",77,"Munford Jr., Thayer 22/7",,,,,,,LV
TE,81,"Hooper, Austin U/Ten",87,"Mayer, Michael 23/2",80,"Horsted, Jesper SF22",,,,,LV
QB,10,"GAROPPOLO, JIMMY U/SF",7,"HOYER, BRIAN SF23",4,"O'Connell, Aidan 23/4",,,,,LV
RB,8,"Jacobs, Josh 19/1",35,"White, Zamir 22/4",22,"ABDULLAH, AMEER U/Car",34,"BOLDEN, BRANDON U/NE",,,LV
FB,45,"Johnson, Jakob U/NE",,,,,,,,,LV
LWR,81,"Williams, Mike 17/1",,,,,,,,,LAC
RWR,1,"Johnston, Quentin 23/1",5,"Palmer, Joshua 21/3",,,,,,,LAC
SWR,13,"ALLEN, KEENAN 13/3",12,"Davis, Derius 23/4",,,,,,,LAC
LT,70,"Slater, Rashawn 21/1",73,"Sarell, Foster SF21",,,,,,,LAC
LG,77,"Johnson, Zion 22/1",71,"McFadden, Jordan 23/5",,,,,,,LAC
C,63,"LINSLEY, COREY U/GB",76,"Clapp, Will SF22",,,,,,,LAC
RG,68,"Salyer, Jamaree 22/6",64,"Jaimes, Brenden 21/5",,,,,,,LAC
RT,79,"Pipkins III, Trey 19/3",,,,,,,,,LAC
TE,7,"Everett, Gerald U/Sea",89,"Parham Jr., Donald SF20",88,"McKitty, Tre' 21/3",84,"Smartt, Stone CF22",,,LAC
QB,10,"Herbert, Justin 20/1",2,"Stick, Easton 19/5",,,,,,,LAC
RB,30,"Ekeler, Austin CF17",25,"Kelley, Joshua 20/4",28,"Spiller, Isaiah 22/4",42,"Dotson, Elijah CF23",,,LAC
LWR,2,"Brown, Marquise T/Bal",,,,,,,,,ARZ
RWR,00,"Pascal, Zach U/Phi",14,"Wilson, Michael 23/3",,,,,,,ARZ
SWR,4,"Moore, Rondale 21/2",83,"Dortch, Greg SF21",,,,,,,ARZ
LT,74,"Humphries, D.J. 15/1",,"Manning, Ilm W/SF",,,,,,,ARZ
LG,65,"Wilkinson, Elijah U/Atl",,"O'Donnell, Carter W/Ind",,,,,,,ARZ
C,72,"Froholdt, Hjalte U/Cle",,"Ismael, Keith W/SF",,,,,,,ARZ
RG,76,"Hernandez, Will U/NYG",,"Colon, Trystan W/NYJ",,,,,,,ARZ
RT,70,"Johnson Jr., Paris 23/1",68,"BEACHUM, KELVIN U/NYJ",,,,,,,ARZ
TE,86,"ERTZ, ZACH T/Phi",85,"McBride, Trey 22/2",84,"Swaim, Geoff U/Ten",,"Higgins, Elijah W/Mia",,,ARZ
QB,9,"Dobbs, Joshua T/Cle",15,"Tune, Clayton 23/5",,,,,,,ARZ
RB,6,"Conner, James U/Pit",30,"Ingram, Keaontay 22/6",31,"Demercado, Emari CF23",,,,,ARZ
LWR,11,"Aiyuk, Brandon 20/1",,,,,,,,,SF
RWR,19,"Samuel, Deebo 19/2",10,"Bell, Ronnie 23/7",,,,,,,SF
SWR,15,"Jennings, Jauan 20/7",3,"McCloud III, Ray-Ray U/Pit",,,,,,,SF
LT,71,"WILLIAMS, TRENT T/Was",76,"Moore, Jaylon 21/5",,,,,,,SF
LG,65,"Banks, Aaron 21/2",63,"Zakelj, Nick 22/6",,,,,,,SF
C,64,"BRENDEL, JAKE SF20",,,,,,,,,SF
RG,74,"Burford, Spencer 22/4",55,"FELICIANO, JON U/NYG",,,,,,,SF
RT,68,"McKivitz, Colton 20/5",75,"Pryor, Matt U/Ind",,,,,,,SF
TE,85,"Kittle, George 17/5",89,"Woerner, Charlie 20/6",82,"Dwelley, Ross CF18",9,"Willis, Brayden 23/7",,,SF
QB,13,"Purdy, Brock 22/7",14,"Darnold, Sam U/Car",4,"ALLEN, BRANDON U/Cin",,,,,SF
RB,23,"McCaffrey, Christian T/Car",25,"Mitchell, Elijah 21/6",24,"Mason, Jordan CF22",32,"Davis-Price, Tyrion 22/3",,,SF
FB,44,"JUSZCZYK, KYLE U/Bal",,,,,,,,,SF
LWR,14,"Metcalf, DK 19/2",19,"Bobo, Jake CF23",,,,,,,SEA
RWR,16,"LOCKETT, TYLER 15/3",13,"Thompson, Cody SF19",,,,,,,SEA
SWR,11,"Smith-Njigba, Jaxon 23/1",83,"Young, Dareke 22/7",,,,,,,SEA
LT,67,"Cross, Charles 22/1",78,"Forsythe, Stone 21/6",,,,,,,SEA
LG,68,"Lewis, Damien 20/3",70,"Bradford, Anthony 23/4",,,,,,,SEA
C,63,"Brown, Evan U/Det",51,"Oluwatimi, Olu 23/5",,,,,,,SEA
RG,60,"Haynes, Phil 19/4",,,,,,,,,SEA
RT,72,"Lucas, Abraham 22/3",74,"Curhan, Jake CF21",,,,,,,SEA
TE,87,"Fant, Noah T/Den",89,"Dissly, Will 18/4",84,"Parkinson, Colby 20/4",,,,,SEA
QB,7,"SMITH, GENO U/LAC",2,"Lock, Drew T/Den",,,,,,,SEA
RB,9,"Walker III, Kenneth 22/2",26,"Charbonnet, Zach 23/2",31,"Dallas, DeeJay 20/4",25,"McIntosh, Kenny 23/7",,,SEA
FB,44,"BELLORE, NICK U/Det",,,,,,,,,SEA
LWR,12,"Jefferson, Van 20/2",17,"Nacua, Puka 23/5",,,,,,,LAR
RWR,18,"Skowronek, Ben 21/7",15,"Robinson, Demarcus U/Bal",,,,,,,LAR
SWR,10,"KUPP, COOPER 17/3",5,"Atwell, Tutu 21/2",,,,,,,LAR
LT,70,"Noteboom, Joe 18/3",77,"Jackson, Alaric CF21",,,,,,,LAR
LG,73,"Avila, Steve 23/2",69,"Dotson, Kevin T/Pit",,,,,,,LAR
C,55,"Allen, Brian 18/4",65,"Shelton, Coleman P/Arz",,,,,,,LAR
RG,72,"Anchrum Jr., Tremayne 20/7",57,"Thomas, Zach P/Chi",,,,,,,LAR
RT,79,"HAVENSTEIN, ROB 15/2",71,"McClendon Jr., Warren 23/5",,,,,,,LAR
TE,89,"HIGBEE, TYLER 16/4",84,"Long, Hunter T/Mia",88,"Hopkins, Brycen 20/4",87,"Allen, Davis 23/5",,,LAR
QB,9,"STAFFORD, MATTHEW T/Det",13,"Bennett, Stetson 23/4",,,,,,,LAR
RB,3,"Akers, Cam 20/2",23,"Williams, Kyren 22/5",30,"Rivers, Ronnie CF22",21,"Evans, Zach 23/6",,,LAR
LWR,13,"Davis, Gabe 20/4",18,"Shorter, Justin 23/5",82,"Coulter, Isaiah SF23",80,"Shavers, Tyrell CF23",15,"Ateman, Marcell SF23",BUF
RWR,14,"Diggs, Stefon T/Min",11,"Harty, Deonte U/NO",19,"Patmon, Dezmon SF22",89,"Thompson, Bryan CF23",,,BUF
SWR,16,"Sherfield, Trent U/Mia",10,"Shakir, Khalil 22/5",81,"Johnson, KeeSean SF22",87,"Isabella, Andy SF23",,,BUF
LT,73,"Dawkins, Dion 17/2",72,"Doyle, Tommy 21/5",74,"Van Demark, Ryan SF22",75,"Gouraige, Richard CF23",,,BUF
LG,66,"McGovern, Connor U/Dal",76,"Edwards, David U/LAR",67,"Broeker, Nick 23/7",,,,,BUF
C,60,"MORSE, MITCH U/KC",62,"MANCZ, GREG SF22",,,,,,,BUF
RG,71,"Bates, Ryan T/Phi",64,"Torrence, O'Cyrus 23/2",65,"Boettger, Ike CF18",63,"Jarvis, Kevin SF23",,,BUF
RT,79,"Brown, Spencer 21/3",77,"QUESSENBERRY, DAVID U/Ten",68,"SHELL, BRANDON U/Mia",70,"Anderson, Alec CF22",,,BUF
TE,88,"Knox, Dawson 19/3",86,"Kincaid, Dalton 23/1",85,"Morris, Quintin CF21",83,"Sternberger, Jace SF23",48,"Wilson, Joel CF23",BUF
QB,17,"Allen, Josh 18/1",9,"Allen, Kyle U/Hou",5,"BARKLEY, MATT SF22",,,,,BUF
RB,4,"Cook, James 22/2",22,"Harris, Damien U/NE",28,"MURRAY, LATAVIUS U/Den",37,"Evans, Darrynton SF23",35,"Mims, Jordan CF23",BUF
FB,41,"Gilliam, Reggie CF20",,,,,,,,,BUF
LWR,17,"Waddle, Jaylen 21/1",85,"Cracraft, River SF22",18,"Ezukanma, Erik 22/4",83,"Coleman, Chris CF23",,,MIA
RWR,10,"Hill, Tyreek T/KC",3,"CHOSEN, ROBBIE CC/Arz",86,"Sanders, Braylon CF22",87,"Davis, Daewood CF23",,,MIA
SWR,00,"Berrios, Braxton CC/NYJ",11,"Wilson Jr., Cedrick U/Dal",88,"Swain, Freddie W/Den",,,,,MIA
LT,72,"ARMSTEAD, TERRON U/NO",70,"LAMM, KENDALL SF22",76,"Hayes, Ryan 23/7",79,"Tunstall, James CF23",,,MIA
LG,74,"Eichenberg, Liam 21/2",77,"Wynn, Isaiah U/NE",66,"Cotton, Lester SF22",,,,,MIA
C,58,"Williams, Connor U/Dal",67,"Feeney, Dan U/NYJ",62,"Uluave, Alama CF23",,,,,MIA
RG,68,"Hunt, Robert 20/2",65,"Jones, Robert CF21",,,,,,,MIA
RT,73,"Jackson, Austin 20/1",78,"Christian, Geron W/KC",75,"OGBUEHI, CEDRIC SF23",71,"Smith, Kion SF21",,,MIA
TE,81,"Smythe, Durham 18/4",82,"Saubert, Eric U/Den",80,"Conner, Tanner PUP",84,"Higgins, Elijah 23/6",48,"KROFT, TYLER U/SF",MIA
TE,,,,,,,,,89,"Hill, Julian CF23",MIA
QB,1,"Tagovailoa, Tua 20/1",14,"White, Mike U/NYJ",19,"Thompson, Skylar 22/7",16,"Blackman, James CF23",,,MIA
RB,31,"MOSTERT, RAHEEM U/SF",23,"Wilson Jr., Jeff T/SF",28,"Achane, De'Von 23/3",26,"Ahmed, Salvon W/SF",37,"Gaskin, Myles 19/7",MIA
RB,,,,,,,,,33,"Brooks, Chris CF23",MIA
FB,30,"Ingold, Alec U/LV",46,"Lovett, John SF22",,,,,,,MIA
LWR,1,"PARKER, DEVANTE T/Mia",84,"Bourne, Kendrick U/SF",13,"Hurd, Jalen SF23",18,"SLATER, MATTHEW 08/5",,,NE
RWR,11,"Thornton, Tyquan 22/2",,"Boutte, Kayshon 23/6",82,"Nixon, Tre 21/7",,,,,NE
SWR,7,"Smith-Schuster, JuJu U/KC",,"Douglas, Demario 23/6",44,"Webb, Raleigh P/Bal",,"Lee, Ed CF23",,,NE
LT,77,"BROWN, TRENT T/LV",76,"Anderson, Calvin NFI",64,"Stueber, Andrew 22/7",,,,,NE
LG,69,"Strange, Cole 22/1",,"Sow, Sidy 23/4",62,"Murray, Bill CF20",,,,,NE
C,60,"ANDREWS, DAVID CF15",,"Andrews, Jake 23/4",65,"FERENTZ, JAMES SF17",66,"Russey, Kody CF22",,,NE
RG,71,"Onwenu, Mike PUP",,"Mafi, Atonio 23/5",63,"Hines, Chasen 22/6",,,,,NE
RT,74,"REIFF, RILEY U/Chi",75,"MCDERMOTT, CONOR 17/6",,,,,,,NE
TE,85,"Henry, Hunter U/LAC",88,"Gesicki, Mike U/Mia",86,"Firkser, Anthony U/Atl",87,"Sokol, Matt W/Det",17,"Washington, Scotty SF22",NE
TE,,,,,,,,,,"Lumpkin, Johnny CF23",NE
QB,10,"Jones, Mac 21/1",4,"Zappe, Bailey 22/4",19,"McSorley, Trace U/Arz",,"Cunningham, Malik CF23",,,NE
RB,38,"Stevenson, Rhamondre 21/4",35,"Strong Jr., Pierre 22/4",14,"MONTGOMERY II, TY U/NO",36,"Harris, Kevin 22/6",42,"Taylor, J.J. CF20",NE
LWR,17,"Wilson, Garrett 22/1",84,"Davis, Corey U/Ten",16,"Brownlee, Jason CF23",31,"Kapp, Jerome CF23",,,NYJ
RWR,10,"Lazard, Allen U/GB",19,"Charles, Irvin CF22",86,"Taylor, Malik SF22",85,"Luther, T.J. CF23",,,NYJ
SWR,6,"Hardman Jr., Mecole U/KC",18,"COBB, RANDALL U/GB",39,"ERICKSON, ALEX SF23",82,"Gipson, Xavier CF23",,,NYJ
LT,76,"BROWN, DUANE PUP",77,"Becton, Mekhi 20/1",67,"Warren, Carter 23/4",,,,,NYJ
LG,78,"TOMLINSON, LAKEN U/SF",71,"Schweitzer, Wes U/Was",64,"Glaser, Chris SF22",,,,,NYJ
C,60,"MCGOVERN, CONNOR U/Den",66,"Tippmann, Joe 23/2",63,"Laing, Brent CF23",,,,,NYJ
RG,75,"Vera-Tucker, Alijah 21/1",65,"Colon, Trystan U/Bal",62,"Pankey, Adam SF22",,,,,NYJ
RT,61,"Mitchell, Max 22/4",54,"TURNER, BILLY U/Den",70,"Cajuste, Yodny SF23",64,"Senat, Greg W/Ind",,,NYJ
TE,83,"Conklin, Tyler U/Min",87,"UZOMAH, C.J. U/Cin",89,"Ruckert, Jeremy 22/3",81,"Kuntz, Zack 23/7",88,"Yeboah, Kenny CF21",NYJ
TE,,,,,,,,,49,"Jenkins, E.J. CF23",NYJ
QB,8,"RODGERS, AARON T/GB",2,"Wilson, Zach 21/1",7,"Boyle, Tim U/Chi",15,"Streveler, Chris SF22",,,NYJ
RB,20,"Hall, Breece PUP",32,"Carter, Michael 21/4",25,"Abanikanda, Israel 23/5",27,"Knight, Zonovan CF22",33,"Crockett, Damarea SF23",NYJ
RB,,,,,,,,,35,"Dye, Travis CF23",NYJ
FB,48,"Bawden, Nick SF21",,,,,,,,,NYJ
LWR,13,"Gallup, Michael 18/3",81,"Fehoko, Simi 21/5",83,"Brooks, Jalen 23/7",85,"Durden, David CF23",80,"Johnson, Tyron SF23",DAL
RWR,3,"Cooks, Brandin T/Hou",18,"Tolbert, Jalen 22/3",17,"Houston, Dennis CF22",49,"Stephens Jr., John CF23",,,DAL
SWR,88,"Lamb, CeeDee 20/1",9,"Turpin, KaVontae SF22",19,"Drummond, Dontario CF22",16,"Moreno-Cropper, Jalen CF23",14,"Barbon, Jose CF23",DAL
LT,77,"SMITH, TYRON 11/1",79,"Waletzko, Matt 22/5",64,"Bostick Jr., Earl CF23",,,,,DAL
LG,73,"Smith, Tyler 22/1",76,"Richards, Asim 23/5",71,"Edoga, Chuma U/Atl",,,,,DAL
C,63,"Biadasz, Tyler 20/4",67,"Hoffman, Brock SF22",65,"Lindstrom, Alec CF22",,,,,DAL
RG,70,"MARTIN, ZACK 14/1",68,"Farniok, Matt 21/7",66,"Bass, T.J. CF23",,,,,DAL
RT,78,"Steele, Terence CF20",75,"Ball, Josh 21/4",69,"Taylor, Alex SF22",,,,,DAL
TE,87,"Ferguson, Jake 22/4",86,"Schoonmaker, Luke NFI",89,"Hendershot, Peyton CF22",84,"McKeon, Sean CF20",47,"Green, Seth SF22",DAL
TE,,,,,,,,,48,"Fant, Princeton CF23",DAL
QB,4,"PRESCOTT, DAK 16/4",10,"Rush, Cooper CF17",15,"Grier, Will W/Car",,,,,DAL
RB,20,"Pollard, Tony 19/4",34,"Davis, Malik CF22",42,"Vaughn, Deuce 23/6",23,"Dowdle, Rico CF20",,,DAL
FB,43,"Luepke, Hunter CF23",,,,,,,,,DAL
LWR,18,"Hodgins, Isaiah W/Buf",84,"Hyatt, Jalin 23/3",15,"Johnson, Collin W/Jax",13,"Sills V, David SF19",6,"Ford-Wheaton, Bryce CF23",NYG
RWR,86,"Slayton, Darius 19/5",3,"Shepard, Sterling 16/2",19,"Smith, Jeff U/NYJ",88,"Mickens, Jaydon SF22",,,NYG
SWR,00,"Campbell, Parris U/Ind",17,"Robinson, Wan'Dale PUP",80,"CROWDER, JAMISON U/Buf",9,"BEASLEY, COLE U/Buf",81,"Pimpleton, Kalil SF22",NYG
LT,78,"Thomas, Andrew 20/1",74,"Peart, Matt 20/3",70,"Cunningham, Korey SF21",,,,,NYG
LG,68,"Bredeson, Ben T/Bal",75,"Ezeudu, Joshua 22/3",60,"McKethan, Marcus PUP",67,"Davis, Wyatt W/Arz",,,NYG
C,61,"Schmitz Jr., John Michael 23/2",,"Harlow, Sean U/NYG",,,,,,,NYG
RG,64,"GLOWINSKI, MARK U/Ind",66,"Lemieux, Shane 20/5",77,"Anderson, Jack W/Phi",,,,,NYG
RT,73,"Neal, Evan 22/1",79,"Phillips, Tyre W/Bal",62,"Hamilton, Devery SF21",,,,,NYG
TE,12,"WALLER, DARREN T/NYG",82,"Bellinger, Daniel 22/4",83,"Cager, Lawrence SF22",89,"Sweeney, Tommy U/Buf",49,"Jones, Ryan CF23",NYG
QB,8,"Jones, Daniel 19/1",2,"TAYLOR, TYROD U/Hou",5,"DeVito, Tommy CF23",,,,,NYG
RB,26,"Barkley, Saquon 18/1",31,"Breida, Matt U/Buf",20,"Gray, Eric 23/5",23,"Brightwell, Gary 21/6",24,"Robinson, James SF23",NYG
RB,,,,,,,,,25,"Corbin, Jashaun CF22",NYG
FB,85,"Myarick, Chris SF22",,,,,,,,,NYG
LWR,11,"Brown, A.J. T/Ten",85,"Cleveland, Tyrie SF22",86,"Ngata, Joseph CF23",39,"Cain, Deon SF21",,,PHI
RWR,6,"Smith, DeVonta 21/1",18,"Covey, Britain CF22",82,"Allen, Devon NFI",43,"Rambo, Charleston SF23",,,PHI
SWR,13,"Zaccheaus, Olamide U/Atl",16,"Watkins, Quez 20/6",84,"Ward, Greg CF17",87,"Haselwood, Jadon CF23",,,PHI
LT,68,"Mailata, Jordan 18/7",64,"Toth, Brett CF19",72,"KELLY, DENNIS U/Ind",66,"Johnson, Roderick SF22",74,"Reid, Trevor CF23",PHI
LG,69,"Dickerson, Landon 21/2",78,"Opeta, Sua CF19",77,"Good-Jones, Julian CF20",,,,,PHI
C,62,"KELCE, JASON 11/6",51,"Jurgens, Cam 22/2",67,"Tom, Cameron SF22",,,,,PHI
RG,56,"Steen, Tyler 23/3",76,"Robinson, Tyrese SF22",,,,,,,PHI
RT,65,"JOHNSON, LANE 13/1",63,"Driscoll, Jack 20/4",50,"Johnson, Fred SF22",79,"Okorafor, Chim CF23",,,PHI
TE,88,"Goedert, Dallas 18/2",89,"Stoll, Jack CF21",81,"Calcaterra, Grant 22/6",46,"Arnold, Dan U/Jax",80,"Jackson, Tyree SF21",PHI
TE,,,,,,,,,83,"Russell, Brady CF23",PHI
QB,1,"Hurts, Jalen 20/2",8,"Mariota, Marcus CC/Atl",10,"McKee, Tanner 23/6",19,"Book, Ian W/NO",,,PHI
RB,00,"Swift, D'Andre T/Det",14,"Gainwell, Kenneth 21/5",23,"Penny, Rashaad U/Sea",35,"Scott, Boston P/NO",22,"Sermon, Trey W/SF",PHI
RB,,,,,,,,,34,"Brooks, Kennedy CF22",PHI
LWR,17,"McLaurin, Terry 19/3",16,"Pringle, Byron U/Chi",19,"Kemp, Marcus SF23",89,"Tremayne, Brycen CF23",84,"Bowens, Zion CF23",WAS
RWR,1,"Dotson, Jahan 22/1",2,"Brown, Dyami 21/3",86,"Tinsley, Mitchell CF23",18,"Sample, Jalen CF23",,,WAS
SWR,4,"Samuel, Curtis U/Car",15,"Milne, Dax 21/7",10,"Allen, Kazmeir CF23",83,"McGowan, Kyric CF22",,,WAS
LT,72,"LENO JR., CHARLES SF21",79,"Daniels, Braeden 23/4",62,"Akingbulu, Alex SF22",67,"Monteiro, Aaron SF22",,,WAS
LG,75,"Paul, Chris 22/7",77,"Charles, Saahdiq 20/4",74,"Laufenberg, Nolan SF21",,,,,WAS
C,63,"Gates, Nick U/NYG",53,"Stromberg, Ricky 23/3",69,"LARSEN, TYLER U/Car",,,,,WAS
RG,76,"Cosmi, Sam 21/2",66,"Sutherland, Keaton SF22",61,"Brooks, Mason CF23",,,,,WAS
RT,71,"Wylie, Andrew U/KC",78,"LUCAS, CORNELIUS U/Chi",73,"Scott, Trent U/Pit",60,"Jones-Smith, Jaryd SF23",,,WAS
TE,82,"THOMAS, LOGAN U/Det",87,"Bates, John 21/4",85,"Turner, Cole 22/5",80,"Hodges, Curtis CF22",46,"Dillon, Brandon SF23",WAS
QB,14,"Howell, Sam 22/5",12,"BRISSETT, JACOBY U/Cle",11,"Fromm, Jake SF22",,,,,WAS
RB,8,"Robinson, Brian 22/3",24,"Gibson, Antonio 20/3",23,"Rodriguez Jr., Chris 23/6",41,"Williams, Jonathan P/NYG",32,"Patterson, Jaret CF21",WAS
RB,,,,,,,,,38,"Gore, Derrick SF23",WAS
FB,40,"Armah, Alex SF21",,,,,,,,,WAS
LWR,3,"BECKHAM JR., ODELL SF23",13,"Duvernay, Devin 20/3",5,"Treadwell, Laquon U/Sea",18,"Demus Jr., Dontay CF23",83,"Polk, Makai CF22",BAL
RWR,7,"Bateman, Rashod PUP",15,"AGHOLOR, NELSON U/NE",85,"Bridges, Shemar CF22",81,"Black, Tarik SF22",82,"Ryan, Sean CF23",BAL
SWR,4,"Flowers, Zay 23/1",16,"Wallace, Tylan 21/4",10,"Proche II, James 20/6",,,,,BAL
LT,79,"Stanley, Ronnie 16/1",65,"Mekari, Patrick CF19",74,"Sharpe, David SF21",,,,,BAL
LG,71,"Aumavae-Laulu, Malaesala 23/6",76,"Simpson, John SF22",62,"Manning, Tashawn CF23",,,,,BAL
C,64,"Linderbaum, Tyler 22/1",61,"Mustipher, Sam U/Chi",67,"Guidone, Jake CF23",,,,,BAL
RG,70,"ZEITLER, KEVIN CC/NYG",66,"Cleveland, Ben 21/3",72,"Vorhees, Andrew NFI",63,"Doss, Tykeem CF23",,,BAL
RT,78,"MOSES, MORGAN U/NYJ",77,"Faalele, Daniel 22/4",69,"Thomas, Jaylon CF23",,,,,BAL
TE,89,"Andrews, Mark 18/3",80,"Likely, Isaiah 22/4",88,"Kolar, Charlie 22/4",47,"Vokolek, Travis CF23",,,BAL
QB,8,"Jackson, Lamar 18/1",2,"Huntley, Tyler CF20",17,"JOHNSON, JOSH U/SF",12,"Brown, Anthony CF22",,,BAL
RB,27,"Dobbins, J.K. PUP",35,"Edwards, Gus CF18",43,"Hill, Justice 19/4",33,"GORDON III, MELVIN SF23",34,"Mitchell, Keaton CF23",BAL
RB,,,,,,,,,36,"Wright, Owen CF23",BAL
FB,42,"Ricard, Patrick PUP",38,"Mason, Ben SF22",,,,,,,BAL
LWR,1,"Chase, Ja'Marr 21/1",16,"Irwin, Trenton SF19",18,"Lassiter II, Kwamie CF22",12,"Jackson, Shedrick CF23",,,CIN
RWR,5,"Higgins, Tee 20/2",80,"Iosivas, Andrei 23/6",17,"Morgan, Stanley CF19",88,"Carter, Malachi CF23",,,CIN
SWR,83,"Boyd, Tyler 16/2",15,"Jones, Charlie 23/4",11,"Taylor, Trent U/SF",14,"Hippenhammer, Mac CF23",,,CIN
LT,75,"Brown Jr., Orlando U/KC",79,"Carman, Jackson 21/2",70,"Smith, D'Ante 21/4",,,,,CIN
LG,67,"Volson, Cordell 22/4",74,"Scharping, Max W/Hou",66,"Gilliam, Nate SF22",,,,,CIN
C,64,"KARRAS, TED U/NE",63,"Hill, Trey 21/6",62,"Brown, Ben CF22",,,,,CIN
RG,65,"Cappa, Alex U/TB",77,"Adeniji, Hakeem 20/6",60,"Kirkland, Jaxson CF23",,,,,CIN
RT,73,"Williams, Jonah 19/1",71,"COLLINS, LA'EL PUP",61,"Ford, Cody U/Arz",,,,,CIN
TE,81,"Smith Jr., Irv U/Min",89,"Sample, Drew 19/2",84,"Wilcox, Mitchell PUP",86,"Asiasi, Devin W/NE",87,"Hudson, Tanner SF22",CIN
TE,,,,,,,82,"Bowers, Nick SF22",85,"Trahan, Christian CF23",CIN
QB,9,"Burrow, Joe 20/1",19,"SIEMIAN, TREVOR CC/Chi",6,"Browning, Jake SF21",7,"Sinnett, Reid SF23",,,CIN
RB,28,"Mixon, Joe 17/2",32,"Williams, Trayveon 19/6",30,"Brown, Chase 23/5",25,"Evans, Chris 21/6",36,"Tyler Jr., Calvin CF23",CIN
RB,,,,,,,,,34,"Saylors, Jacob CF23",CIN
LWR,2,"Cooper, Amari T/Dal",89,"Tillman, Cedric 23/3",10,"Schwartz, Anthony 21/3",12,"Woods II, Michael NFI",86,"Henry, Ra'Shaun SF23",CLE
RWR,11,"Peoples-Jones, Donovan 20/6",19,"GOODWIN, MARQUISE NFI",18,"Bell, David 22/3",87,"Baldwin, Daylen CF22",80,"Watkins Jr., Austin SF23",CLE
SWR,8,"Moore, Elijah T/NYJ",9,"GRANT SR., JAKEEM U/Chi",16,"Darden, Jaelon W/TB",82,"Harley Jr., Mike CF22",,,CLE
LT,71,"Wills Jr., Jedrick 20/1",66,"Hudson III, James 21/4",60,"Thedford, Hunter SF23",,,,,CLE
LG,75,"BITONIO, JOEL 14/2",68,"Dunn, Michael SF20",72,"Gossett, Colby U/Atl",,,,,CLE
C,55,"Pocic, Ethan U/Sea",53,"Harris, Nick 20/5",56,"Wypler, Luke 23/6",,,,,CLE
RG,77,"Teller, Wyatt T/Buf",70,"Forbes, Drew W/Det",67,"Martin, Wes U/Was",,,,,CLE
RT,78,"Conklin, Jack U/Ten",74,"Jones, Dawand 23/4",79,"Wheatley Jr., Tyrone SF22",,,,,CLE
TE,85,"Njoku, David 17/1",84,"AKINS, JORDAN U/Hou",88,"Bryant, Harrison 20/4",83,"Mitchell-Paden, Zaire CF22",81,"Greaney, Thomas CF23",CLE
QB,4,"Watson, Deshaun T/Hou",15,"Dobbs, Joshua U/Ten",17,"Thompson-Robinson, Dorian 23/5",7,"Mond, Kellen W/Min",,,CLE
RB,24,"Chubb, Nick 18/2",34,"Ford, Jerome 22/5",25,"Felton Jr., Demetric 21/6",41,"Kelly Jr., John SF20",48,"McCrary, Nate SF22",CLE
RB,,,,,,,,,30,"Hall, Hassan CF23",CLE
LWR,18,"Johnson, Diontae 19/3",13,"Boykin, Miles W/Bal",15,"White, Cody SF20",85,"Chisena, Dan SF23",,,PIT
RWR,14,"Pickens, George 22/2",21,"Butler, Hakeem SF23",84,"Bradley, Ja'Marcus SF22",82,"Fitzpatrick, Dez SF23",,,PIT
